Banda Aceh,5.5483,95.3238
Padang,-0.9480,100.3631
Palembang,-2.9761,104.7754
Pontianak,0.0263,109.3425
Tarakan,3.3274,117.5785
Gorontalo,0.5435,123.0568
Makassar,-5.1616,119.4359
Manado,1.4748,124.8421
Ambon,-3.6387,128.1689
Jayapura,-2.5916,140.6690
